Colour.difference	background	stimuli	ind	batch	sex	variable	of	success	target.same	chick	Colour.difference.s
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
2.5	orange	green	C3	c	male	corr	35	TRUE	FALSE	cC3	0.3209567386743259
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
5	orange	green	C3	c	male	corr	33	TRUE	FALSE	cC3	2.043368556167436
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.3	orange	green	C4	c	male	corr	24	TRUE	FALSE	cC4	-1.194765660719611
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.6	orange	green	C4	c	male	corr	31	TRUE	FALSE	cC4	-0.9880762426204379
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
0.9	orange	green	C4	c	male	corr	36	TRUE	FALSE	cC4	-0.7813868245212647
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
1.8	orange	green	C4	c	male	corr	34	TRUE	FALSE	cC4	-0.16131857022374496
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
2.5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	0.3209567386743259
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
5	orange	green	C4	c	male	corr	39	TRUE	FALSE	cC4	2.043368556167436
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
0.7	orange	orange	A12	d	female	corr	20	TRUE	TRUE	dA12	-0.9191797699207136
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1	orange	orange	A12	d	female	corr	26	TRUE	TRUE	dA12	-0.7124903518215403
1.6	orange	orange	A12	d	female	corr	36	TRUE	TRUE	dA12	-0.29911151562319377
1.6	orange	orange	A12	d	female	corr	36	TRUE	TRUE	dA12	-0.29911151562319377
1.6	orange	orange	A12	d	female	corr	36	TRUE	TRUE	dA12	-0.29911151562319377
1.6	orange	orange	A12	d	female	corr	36	TRUE	TRUE	dA12	-0.29911151562319377
1.6	orange	orange	A12	d	female	corr	36	TRUE	TRUE	dA12	-0.29911151562319377
1.6	orange	orange	A12	d	female	corr	36	TRUE	TRUE	dA12	-0.29911151562319377
1.6	orange	orange	A12	d	female	corr	36	TRUE	TRUE	dA12	-0.29911151562319377
1.6	orange	orange	A12	d	female	corr	36	TRUE	TRUE	dA12	-0.29911151562319377
1.6	orange	orange	A12	d	female	corr	36	TRUE	TRUE	dA12	-0.29911151562319377
1.6	orange	orange	A12	d	female	corr	36	TRUE	TRUE	dA12	-0.29911151562319377
